id,name,hex6,url,lrv,r,g,b,hex6_detail,description
8002-43D,Soul Blue,73A9C2,https://www.valspar.com/en/colors/browse-colors/lowes/blue/soul-blue-8002-43d,36.0,115,169,194,73A9C2,
4008-10B,Blue Burst,0192CC,https://www.valspar.com/en/colors/browse-colors/lowes/blue/blue-burst-4008-10b,24.012,1,146,204,0192CC,
4009-7,Indigo Cloth,1F4C68,https://www.valspar.com/en/colors/browse-colors/lowes/blue/indigo-cloth-4009-7,6.443,31,76,104,1F4C68,
4008-5B,Northern Sky Blue,A3C2D0,https://www.valspar.com/en/colors/browse-colors/lowes/blue/northern-sky-blue-4008-5b,50.78,163,194,208,A3C2D0,
V062-1,Grasshopper Pie,C8E1C8,https://www.valspar.com/en/colors/browse-colors/independent-retailers/green/grasshopper-pie-v062-1,70.595,200,225,200,C8E1C8,
8003-41C,Arctic Sunrise,94B8C7,https://www.valspar.com/en/colors/browse-colors/lowes/blue/arctic-sunrise-8003-41c,45.0,148,184,199,94B8C7,
V060-4,Bavarian Hops,9FB683,https://www.valspar.com/en/colors/browse-colors/independent-retailers/green/bavarian-hops-v060-4,42.595,159,182,131,9FB683,
8003-37D,Renew Blue,99B6B3,https://www.valspar.com/en/colors/browse-colors/lowes/teal/renew-blue-8003-37d,43.0,153,182,179,99B6B3,
8002-39A,Aloha,DCE9E9,https://www.valspar.com/en/colors/browse-colors/lowes/blue/aloha-8002-39a,80.0,220,233,233,DCE9E9,
5007-7A,Mystic Sea,BDE2DC,https://www.valspar.com/en/colors/browse-colors/lowes/teal/mystic-sea-5007-7a,70.377,189,226,220,BDE2DC,
5006-10A,Bayside,4BC3BC,https://www.valspar.com/en/colors/browse-colors/lowes/teal/bayside-5006-10a,44.311,75,195,188,4BC3BC,
5008-7A,Mint Whisper,D0E8E0,https://www.valspar.com/en/colors/browse-colors/lowes/teal/mint-whisper-5008-7a,76.314,208,232,224,D0E8E0,
5007-9C,Nautical,6EC9C2,https://www.valspar.com/en/colors/browse-colors/lowes/teal/nautical-5007-9c,49.168,110,201,194,6EC9C2,
V023-1,Lime Fizz,D0E7BE,https://www.valspar.com/en/colors/browse-colors/independent-retailers/green/lime-fizz-v023-1,74.564,208,231,190,D0E7BE,
5006-8B,Tidal Teal,3D979B,https://www.valspar.com/en/colors/browse-colors/lowes/teal/tidal-teal-5006-8b,25.536,61,151,155,3D979B,
5004-10B,Exotic Sea,01A2AD,https://www.valspar.com/en/colors/browse-colors/lowes/teal/exotic-sea-5004-10b,28.263,1,162,173,01A2AD,
5007-7C,Gentle Wave,8BC8C3,https://www.valspar.com/en/colors/browse-colors/lowes/teal/gentle-wave-5007-7c,50.719,139,200,195,8BC8C3,
5001-6C,Perfect Storm,395C65,https://www.valspar.com/en/colors/browse-colors/lowes/teal/perfect-storm-5001-6c,9.531,57,92,101,395C65,
5007-10C,Tropical Hideaway,018D82,https://www.valspar.com/en/colors/browse-colors/lowes/teal/tropical-hideaway-5007-10c,20.007,1,141,130,018D82,
5004-10C,Bay Teal,017B86,https://www.valspar.com/en/colors/browse-colors/lowes/teal/bay-teal-5004-10c,14.933,1,123,134,017B86,
6001-7A,Icy Mint,CDE6D7,https://www.valspar.com/en/colors/browse-colors/lowes/green/icy-mint-6001-7a,74.58,205,230,215,CDE6D7,
8003-38D,Fog Blue,8EADAC,https://www.valspar.com/en/colors/browse-colors/lowes/teal/fog-blue-8003-38d,39.0,142,173,172,8EADAC,
V024-3,Greener Grass,017029,https://www.valspar.com/en/colors/browse-colors/independent-retailers/green/greener-grass-v024-3,11.757,1,112,41,017029,
6001-3B,Mint Frost,C9C8B1,https://www.valspar.com/en/colors/browse-colors/lowes/green/mint-frost-6001-3b,56.886,201,200,177,C9C8B1,
V020-2,Green Mamba,CDCA54,https://www.valspar.com/en/colors/browse-colors/independent-retailers/green/green-mamba-v020-2,56.059,205,202,84,CDCA54,
6005-3C,Oakmoss,B9B18D,https://www.valspar.com/en/colors/browse-colors/lowes/green/oakmoss-6005-3c,43.524,185,177,141,B9B18D,
V059-2,Cool Cucumber,D8DDB8,https://www.valspar.com/en/colors/browse-colors/independent-retailers/green/cool-cucumber-v059-2,69.991,216,221,184,D8DDB8,
5006-3C,Green Trellis,A7B49F,https://www.valspar.com/en/colors/browse-colors/lowes/green/green-trellis-5006-3c,43.325,167,180,159,A7B49F,
V098-4,Silver Eucalyptus,869384,https://www.valspar.com/en/colors/browse-colors/independent-retailers/green/silver-eucalyptus-v098-4,27.585,134,147,132,869384,
V096-3,Green Willow,B7AE89,https://www.valspar.com/en/colors/browse-colors/independent-retailers/green/green-willow-v096-3,42.016,183,174,137,B7AE89,
6009-7,Vegas Green,316736,https://www.valspar.com/en/colors/browse-colors/lowes/green/vegas-green-6009-7,10.708,49,103,54,316736,
8003-33C,Salon Green,A7BCA6,https://www.valspar.com/en/colors/browse-colors/lowes/green/salon-green-8003-33c,47.0,167,188,166,A7BCA6,
6007-7B,Grasshopper,EBEBB9,https://www.valspar.com/en/colors/browse-colors/lowes/green/grasshopper-6007-7b,80.493,235,235,185,EBEBB9,
5003-1A,Quiet Mint,D5DAD0,https://www.valspar.com/en/colors/browse-colors/lowes/green/quiet-mint-5003-1a,68.807,213,218,208,D5DAD0,
V060-1,Whiff of Green,E0EBD3,https://www.valspar.com/en/colors/browse-colors/independent-retailers/green/whiff-of-green-v060-1,79.746,224,235,211,E0EBD3,
8003-30C,Sweet Clover,BBBCA4,https://www.valspar.com/en/colors/browse-colors/lowes/green/sweet-clover-8003-30c,49.0,187,188,164,BBBCA4,
V061-5,Hinterlands,788E60,https://www.valspar.com/en/colors/browse-colors/independent-retailers/green/hinterlands-v061-5,24.304,120,142,96,788E60,
6001-3A,Ancient Olive,DEDCC9,https://www.valspar.com/en/colors/browse-colors/lowes/green/ancient-olive-6001-3a,70.998,222,220,201,DEDCC9,
V097-3,Stormy Day,A6AE9B,https://www.valspar.com/en/colors/browse-colors/independent-retailers/green/stormy-day-v097-3,40.85,166,174,155,A6AE9B,
6005-5B,Leaf Bud,DAD5A4,https://www.valspar.com/en/colors/browse-colors/lowes/green/leaf-bud-6005-5b,65.314,218,213,164,DAD5A4,
8002-33C,Frosted Sage,B3D3B7,https://www.valspar.com/en/colors/browse-colors/lowes/green/frosted-sage-8002-33c,60.0,179,211,183,B3D3B7,
V098-1,Apothecary Jar,D2DED0,https://www.valspar.com/en/colors/browse-colors/independent-retailers/green/apothecary-jar-v098-1,70.557,210,222,208,D2DED0,
3007-6B,Homey Cream,F4DFB8,https://www.valspar.com/en/colors/browse-colors/lowes/yellow/homey-cream-3007-6b,75.502,244,223,184,F4DFB8,
V017-1,Swallowtail,FFEAAA,https://www.valspar.com/en/colors/browse-colors/independent-retailers/yellow/swallowtail-v017-1,83.248,255,234,170,FFEAAA,
V018-3,Nectar of the Goddess,CF9501,https://www.valspar.com/en/colors/browse-colors/independent-retailers/yellow/nectar-of-the-goddess-v018-3,34.797,207,149,1,CF9501,
3010-2,Sunspark,FFB801,https://www.valspar.com/en/colors/browse-colors/lowes/yellow/sunspark-3010-2,58.787,255,184,1,FFB801,
V016-2,Bee's Knees,FFDD75,https://www.valspar.com/en/colors/browse-colors/independent-retailers/yellow/bees-knees-v016-2,75.18,255,221,117,FFDD75,
3001-2C,Champagne Tickle,FDEECF,https://www.valspar.com/en/colors/browse-colors/lowes/yellow/champagne-tickle-3001-2c,86.498,253,238,207,FDEECF,
V015-2,Glowing Reviews,FFD174,https://www.valspar.com/en/colors/browse-colors/independent-retailers/yellow/glowing-reviews-v015-2,70.853,255,209,116,FFD174,
3006-3B,Sweet Lemon,F8C452,https://www.valspar.com/en/colors/browse-colors/lowes/yellow/sweet-lemon-3006-3b,59.946,248,196,82,F8C452,
V053-4,Sense of Wonder,EBB047,https://www.valspar.com/en/colors/browse-colors/independent-retailers/yellow/sense-of-wonder-v053-4,49.244,235,176,71,EBB047,
V055-3,Straw Hat,DEBB74,https://www.valspar.com/en/colors/browse-colors/independent-retailers/yellow/straw-hat-v055-3,52.275,222,187,116,DEBB74,
3007-3C,Island Sun,F4D77F,https://www.valspar.com/en/colors/browse-colors/lowes/yellow/island-sun-3007-3c,69.272,244,215,127,F4D77F,
3008-6B,Canary Diamond,EFD59C,https://www.valspar.com/en/colors/browse-colors/lowes/yellow/canary-diamond-3008-6b,68.332,239,213,156,EFD59C,
V054-5,New England Autumn,CD961F,https://www.valspar.com/en/colors/browse-colors/independent-retailers/yellow/new-england-autumn-v054-5,34.899,205,150,31,CD961F,
3003-2B,Sunglow,FFE298,https://www.valspar.com/en/colors/browse-colors/lowes/yellow/sunglow-3003-2b,79.252,255,226,152,FFE298,
V053-2,Eggnog,F6D299,https://www.valspar.com/en/colors/browse-colors/independent-retailers/yellow/eggnog-v053-2,67.932,246,210,153,F6D299,
V015-1,Popcorn,FFE8BF,https://www.valspar.com/en/colors/browse-colors/independent-retailers/yellow/popcorn-v015-1,83.063,255,232,191,FFE8BF,
3007-8B,Baked Scone,DFC69C,https://www.valspar.com/en/colors/browse-colors/lowes/yellow/baked-scone-3007-8b,58.416,223,198,156,DFC69C,
8002-24C,Home Brew,E5CB8D,https://www.valspar.com/en/colors/browse-colors/lowes/yellow/home-brew-8002-24c,61.0,229,203,141,E5CB8D,
V018-1,Dainty Daisy,F6E3A6,https://www.valspar.com/en/colors/browse-colors/independent-retailers/yellow/dainty-daisy-v018-1,77.108,246,227,166,F6E3A6,
V019-3,Sugar Leaves,C9A935,https://www.valspar.com/en/colors/browse-colors/independent-retailers/yellow/sugar-leaves-v019-3,40.905,201,169,53,C9A935,
8002-18C,Homeward Bound,E9C091,https://www.valspar.com/en/colors/browse-colors/lowes/yellow/homeward-bound-8002-18c,57.0,233,192,145,E9C091,
3001-1A,Orange Glow,FFA501,https://www.valspar.com/en/colors/browse-colors/lowes/yellow/orange-glow-3001-1a,49.403,255,165,1,FFA501,
V054-2,Float Like a Butterfly,FDE399,https://www.valspar.com/en/colors/browse-colors/independent-retailers/yellow/float-like-a-butterfly-v054-2,78.086,253,227,153,FDE399,
3006-5B,Pirate's Treasure,E5A956,https://www.valspar.com/en/colors/browse-colors/lowes/yellow/pirates-treasure-3006-5b,45.799,229,169,86,E5A956,
V010-1,Silk Teddy,F2E3D1,https://www.valspar.com/en/colors/browse-colors/independent-retailers/orange/silk-teddy-v010-1,78.764,242,227,209,F2E3D1,
2007-4A,Orange Mousse,FFC999,https://www.valspar.com/en/colors/browse-colors/lowes/orange/orange-mousse-2007-4a,66.039,255,201,153,FFC999,
2004-4A,Coral Reef,F99F8C,https://www.valspar.com/en/colors/browse-colors/lowes/orange/coral-reef-2004-4a,46.77,249,159,140,F99F8C,
V011-2,Off-the-Leash Orange,FF9D45,https://www.valspar.com/en/colors/browse-colors/independent-retailers/orange/off-the-leash-orange-v011-2,45.971,255,157,69,FF9D45,
2010-2,Island Orange,EA6313,https://www.valspar.com/en/colors/browse-colors/lowes/orange/island-orange-2010-2,26.585,234,99,19,EA6313,
V047-3,Frosting on the Cake,FFBF89,https://www.valspar.com/en/colors/browse-colors/independent-retailers/orange/frosting-on-the-cake-v047-3,60.741,255,191,137,FFBF89,
3002-4A,Croissant,FDCB85,https://www.valspar.com/en/colors/browse-colors/lowes/orange/croissant-3002-4a,65.28,253,203,133,FDCB85,
8002-14C,Melting Sunset,ECB28A,https://www.valspar.com/en/colors/browse-colors/lowes/orange/melting-sunset-8002-14c,51.0,236,178,138,ECB28A,
V052-5,Stone Ground,D1902D,https://www.valspar.com/en/colors/browse-colors/independent-retailers/orange/stone-ground-v052-5,33.752,209,144,45,D1902D,
2004-5B,Clove Bud,C47954,https://www.valspar.com/en/colors/browse-colors/lowes/orange/clove-bud-2004-5b,26.151,196,121,84,C47954,
2002-1A,Autumn Blaze,E55B2B,https://www.valspar.com/en/colors/browse-colors/lowes/orange/autumn-blaze-2002-1a,24.248,229,91,43,E55B2B,
8002-15G,Fireside Chat,B06525,https://www.valspar.com/en/colors/browse-colors/lowes/orange/fireside-chat-8002-15g,19.0,176,101,37,B06525,
2005-5B,Copper Hide,BE8158,https://www.valspar.com/en/colors/browse-colors/lowes/orange/copper-hide-2005-5b,27.355,190,129,88,BE8158,
V049-5,Hint of Caramel,D58B3D,https://www.valspar.com/en/colors/browse-colors/independent-retailers/orange/hint-of-caramel-v049-5,32.975,213,139,61,D58B3D,
2004-8A,Vienna Beige,CC9F80,https://www.valspar.com/en/colors/browse-colors/lowes/orange/vienna-beige-2004-8a,39.192,204,159,128,CC9F80,
V045-1,Vintage Peach,FDD7BA,https://www.valspar.com/en/colors/browse-colors/independent-retailers/orange/vintage-peach-v045-1,72.829,253,215,186,FDD7BA,
3002-6B,Amber Waves,F3CA9C,https://www.valspar.com/en/colors/browse-colors/lowes/orange/amber-waves-3002-6b,63.582,243,202,156,F3CA9C,
V013-1,Pignoli,FAECDB,https://www.valspar.com/en/colors/browse-colors/independent-retailers/orange/pignoli-v013-1,85.673,250,236,219,FAECDB,
8002-12B,Pretty in Peach,ECBBA8,https://www.valspar.com/en/colors/browse-colors/lowes/orange/pretty-in-peach-8002-12b,56.0,236,187,168,ECBBA8,
8001-4G,Perfect Pout,A21F4E,https://www.valspar.com/en/colors/browse-colors/lowes/pink/perfect-pout-8001-4g,9.0,162,31,78,A21F4E,
1001-1A,Cosmic Pink,C564A0,https://www.valspar.com/en/colors/browse-colors/lowes/pink/cosmic-pink-1001-1a,23.539,197,100,160,C564A0,
V009-2,Sweet Orange,FEAA73,https://www.valspar.com/en/colors/browse-colors/independent-retailers/orange/sweet-orange-v009-2,51.165,254,170,115,FEAA73,
V047-6,Tortoiseshell Specs,9C5D22,https://www.valspar.com/en/colors/browse-colors/independent-retailers/orange/tortoiseshell-specs-v047-6,15.008,156,93,34,9C5D22,
1006-1B,Passion Pink,E2656D,https://www.valspar.com/en/colors/browse-colors/lowes/pink/passion-pink-1006-1b,26.581,226,101,109,E2656D,
1005-2A,Pink Flutter,F6AEBF,https://www.valspar.com/en/colors/browse-colors/lowes/pink/pink-flutter-1005-2a,53.729,246,174,191,F6AEBF,
1004-10A,Berry Frost,BCA8A3,https://www.valspar.com/en/colors/browse-colors/lowes/pink/berry-frost-1004-10a,41.533,188,168,163,BCA8A3,
V051-4,Bales of Brown,CD8E43,https://www.valspar.com/en/colors/browse-colors/independent-retailers/orange/bales-of-brown-v051-4,32.583,205,142,67,CD8E43,
1004-2A,Harmonious Rose,F199B1,https://www.valspar.com/en/colors/browse-colors/lowes/pink/harmonious-rose-1004-2a,44.79,241,153,177,F199B1,
1002-1A,Very Berry,B7476E,https://www.valspar.com/en/colors/browse-colors/lowes/pink/very-berry-1002-1a,15.785,183,71,110,B7476E,
1006-8A,Cameo Pink,BE9695,https://www.valspar.com/en/colors/browse-colors/lowes/pink/cameo-pink-1006-8a,34.782,190,150,149,BE9695,
V050-1,Morning Blossom,F5DDBF,https://www.valspar.com/en/colors/browse-colors/independent-retailers/orange/morning-blossom-v050-1,74.728,245,221,191,F5DDBF,
1006-8B,Bombay Pink,D4B4B4,https://www.valspar.com/en/colors/browse-colors/lowes/pink/bombay-pink-1006-8b,49.926,212,180,180,D4B4B4,
V048-5,Bronze Storm,B1723C,https://www.valspar.com/en/colors/browse-colors/independent-retailers/orange/bronze-storm-v048-5,21.829,177,114,60,B1723C,
8004-5B,Pink Chantilly,DDCAC6,https://www.valspar.com/en/colors/browse-colors/lowes/pink/pink-chantilly-8004-5b,62.0,221,202,198,DDCAC6,
8003-8A,Apricot Blush,F0D4CA,https://www.valspar.com/en/colors/browse-colors/lowes/pink/apricot-blush-8003-8a,70.0,240,212,202,F0D4CA,
V079-5,Taffeta Darling,AB7378,https://www.valspar.com/en/colors/browse-colors/independent-retailers/pink/taffeta-darling-v079-5,22.211,171,115,120,AB7378,
1003-2C,Utterly Pink,F8D9E3,https://www.valspar.com/en/colors/browse-colors/lowes/pink/utterly-pink-1003-2c,74.986,248,217,227,F8D9E3,
1009-2,Classic Red,B0212A,https://www.valspar.com/en/colors/browse-colors/lowes/red/classic-red-1009-2,10.493,176,33,42,B0212A,
1010-3,Heirloom Red,7C1E20,https://www.valspar.com/en/colors/browse-colors/lowes/red/heirloom-red-1010-3,5.327,124,30,32,7C1E20,
V005-2,Sweet Caroline,F6AFB9,https://www.valspar.com/en/colors/browse-colors/independent-retailers/pink/sweet-caroline-v005-2,53.873,246,175,185,F6AFB9,
V041-4,Sianna Rose,CD8999,https://www.valspar.com/en/colors/browse-colors/independent-retailers/pink/sianna-rose-v041-4,33.05,205,137,153,CD8999,
1011-5,Royal Garnet,5C2126,https://www.valspar.com/en/colors/browse-colors/lowes/red/royal-garnet-1011-5,3.512,92,33,38,5C2126,
V040-1,Dog Rose,EBCFE0,https://www.valspar.com/en/colors/browse-colors/independent-retailers/pink/dog-rose-v040-1,67.763,235,207,224,EBCFE0,
1009-4,Cut Ruby,8A181F,https://www.valspar.com/en/colors/browse-colors/lowes/red/cut-ruby-1009-4,6.179,138,24,31,8A181F,
V005-1,Piglet,F4DEE0,https://www.valspar.com/en/colors/browse-colors/independent-retailers/pink/piglet-v005-1,76.951,244,222,224,F4DEE0,
1011-3,Quite Red,93161F,https://www.valspar.com/en/colors/browse-colors/lowes/red/quite-red-1011-3,6.869,147,22,31,93161F,
P078,Hearts Afire,D37B72,https://www.valspar.com/en/colors/browse-colors/independent-retailers/pink/hearts-afire-p078,29.172,211,123,114,D37B72,
1011-4,Posh Red,71201E,https://www.valspar.com/en/colors/browse-colors/lowes/red/posh-red-1011-4,4.659,113,32,30,71201E,
P039,Ooh La La,E0C6D8,https://www.valspar.com/en/colors/browse-colors/independent-retailers/pink/ooh-la-la-p039,61.05,224,198,216,E0C6D8,
V003-2,Flower Power,E09BC9,https://www.valspar.com/en/colors/browse-colors/independent-retailers/pink/flower-power-v003-2,43.551,224,155,201,E09BC9,
1010-5,Spanish Tile,61201F,https://www.valspar.com/en/colors/browse-colors/lowes/red/spanish-tile-1010-5,3.639,97,32,31,61201F,
V080-1,Gentle Kiss,F0D5CF,https://www.valspar.com/en/colors/browse-colors/independent-retailers/pink/gentle-kiss-v080-1,70.842,240,213,207,F0D5CF,
V083-1,Pink Beach,F9E3D1,https://www.valspar.com/en/colors/browse-colors/independent-retailers/pink/pink-beach-v083-1,79.693,249,227,209,F9E3D1,
V043-3,Crushed Grapefruit,F7B7AA,https://www.valspar.com/en/colors/browse-colors/independent-retailers/pink/crushed-grapefruit-v043-3,56.667,247,183,170,F7B7AA,
V078-1,Barely Berry,E8D3D9,https://www.valspar.com/en/colors/browse-colors/independent-retailers/pink/barely-berry-v078-1,68.596,232,211,217,E8D3D9,
1011-6,Ancient Burgundy,481E28,https://www.valspar.com/en/colors/browse-colors/lowes/red/ancient-burgundy-1011-6,2.496,72,30,40,481E28,
1011-2,Fabulous Red,942425,https://www.valspar.com/en/colors/browse-colors/lowes/red/fabulous-red-1011-2,7.671,148,36,37,942425,
V006-3,Planet Fever,AB3037,https://www.valspar.com/en/colors/browse-colors/independent-retailers/red/planet-fever-v006-3,11.054,171,48,55,AB3037,
V004-3,She Pouts,A21F4E,https://www.valspar.com/en/colors/browse-colors/independent-retailers/red/she-pouts-v004-3,9.234,162,31,78,A21F4E,
V042-5,Cherry Kisses,AC545A,https://www.valspar.com/en/colors/browse-colors/independent-retailers/red/cherry-kisses-v042-5,15.777,172,84,90,AC545A,
V080-5,Cranberry Foule,A36A64,https://www.valspar.com/en/colors/browse-colors/independent-retailers/red/cranberry-foule-v080-5,18.997,163,106,100,A36A64,
V043-6,Pomegranate Seeds,8D2E32,https://www.valspar.com/en/colors/browse-colors/independent-retailers/red/pomegranate-seeds-v043-6,7.877,141,46,50,8D2E32,
V041-5,Vive l'amour,99546D,https://www.valspar.com/en/colors/browse-colors/independent-retailers/red/vive-lamour-v041-5,14.216,153,84,109,99546D,
V078-6,Merlot,663F44,https://www.valspar.com/en/colors/browse-colors/independent-retailers/red/merlot-v078-6,6.761,102,63,68,663F44,
V043-4,Marmalade Magic,DC7B67,https://www.valspar.com/en/colors/browse-colors/independent-retailers/red/marmalade-magic-v043-4,30.349,220,123,103,DC7B67,
1009-6,Jazzy Red,731B2B,https://www.valspar.com/en/colors/browse-colors/lowes/red/jazzy-red-1009-6,4.599,115,27,43,731B2B,
V007-3,Steelhead Redd,C23B22,https://www.valspar.com/en/colors/browse-colors/independent-retailers/red/steelhead-redd-v007-3,14.765,194,59,34,C23B22,
V043-5,Dressed to the Nines,BA4C4E,https://www.valspar.com/en/colors/browse-colors/independent-retailers/red/dressed-to-the-nines-v043-5,16.196,186,76,78,BA4C4E,
V042-6,Rushing Red,80323C,https://www.valspar.com/en/colors/browse-colors/independent-retailers/red/rushing-red-v042-6,7.205,128,50,60,80323C,
M223,Ruby Petals,A25462,https://www.valspar.com/en/colors/browse-colors/independent-retailers/red/ruby-petals-m223,14.993,162,84,98,A25462,
